A,State,Week,"West Nile virus disease†, Neuroinvasive","West Nile virus disease†, Nonneuroinvasive","Zika virus disease, non-congenital","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable",Tetanus,Varicella morbidity,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Salmonellosis (excluding Paratyphoid fever andTyphoid fever)†,Shiga toxin-producing Escherichia coli,Shigellosis,"Rabies, animal",Rubella,"Rubella, congenital syndrome","Meningococcal disease, all serogroups",Mumps,Pertussis,Legionellosis,Malaria,"Invasive Pneumococcal Disease, Age LT 5†, Confirmed","Invasive Pneumococcal Disease, Age LT 5†, Probable","Invasive Pneumococcal Disease, all ages†, Confirmed","Invasive Pneumococcal Disease, all ages†, Probable","Hepatitis (viral, acute, by type)†, C, Confirmed","Hepatitis (viral, acute, by type)†, C, Probable","Hepatitis (viral, acute, by type)†, A","Hepatitis (viral, acute, by type)†, B","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",Cryptosporidiosis,"Dengue Virus Infections, Dengue†","Dengue Virus Infections, Severe Dengue",Chlamydia trachomatis infection,Coccidioidomycosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Klebsiella spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae †, Enterobacter spp.",Babesiosis,Campylobacteriosis,Total,Population_Density(km²),GDP,TAVE,AVE_TMIN,AVE_TMAX,DATE,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,"Agriculture, forestry, fishing, and hunting","Mining, quarrying, and oil and gas extraction",Utilities,Construction,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,Finance and insurance,Colors
45,VIRGINIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,12,83.1382,52124,7.1479,0.6837,13.612,,2.3865,-2.5789,7.3519,1,701,2,2,436,1251,46,144,0,1,1,1,1,1,1,1,1,1,1,1,1,
46,WASHINGTON,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,235,0,0,0,0,0,0,342,43.6939,59333,0.8654,-2.1814,3.9121,,-4.0721,-6.7103,-1.4338,185,4420,60,71,2970,6296,135,30,6,35,1,1,1,1,1,1,1,1,1,1,1,
47,WEST VIRGINIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9135,37353,4.7904,-2.0065,11.5873,,-0.8623,-5.6966,3.972,0,858,1,6,19,8574,6,11,0,2,1,1,1,1,1,1,1,1,1,1,1,
48,WISCONSIN,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,1,82,0,0,0,2,0,0,219,0,0,0,0,0,7,324,41.3616,48666,0.3085,-5.5148,6.1317,,-13.4764,-17.616,-9.3367,0,2985,20,10,5265,3148,125,16,0,14,1,0,1,1,1,1,1,1,1,1,1,
49,WYOMING,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.2813,61091,-3.877,-9.5979,1.844,,-10.9871,-16.3197,-5.6544,37,2785,0,39,1249,5194,15,8,2,0,1,1,1,1,1,1,1,1,1,0,1,
50,ALABAMA,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,37.19925281,,4.3813,-2.0787,10.8413,12/8/2017,-0.2831,-5.6906,5.1244,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,
51,ALASKA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498241128,,-1.8312,-4.7615,1.0992,12/9/2017,-9.6727,-12.871,-6.4743,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,
52,ARIZONA,2,0,0,0,0,0,0,3,0,0,1,0,1,5,0,0,0,0,0,4,1,0,1,0,42,1,0,0,1,0,0,0,0,59,5,0,0,5,0,0,183,216,0,0,0,0,6,534,24.20525837,,7.6785,-0.6542,16.0111,12/10/2017,9.5287,0.9082,18.1492,,,,,,,,,,,,,,,,,,,,,,
53,ARKANSAS,2,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,38,22.39668239,,4.5789,-3.3962,12.554,12/11/2017,-4.6117,-9.475,0.2517,,,,,,,,,,,,,,,,,,,,,,
54,CALIFORNIA,2,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,426,20,0,0,0,0,29,669,98.47383106,,10.3192,2.6947,17.9436,12/12/2017,10.9949,5.0698,16.92,,,,,,,,,,,,,,,,,,,,,,
55,COLORADO,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21.16020728,,0.6616,-6.1967,7.5198,12/13/2017,0.5445,-6.2802,7.3692,,,,,,,,,,,,,,,,,,,,,,
56,CONNECTICUT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.9964138,,-0.8065,-4.0639,2.451,12/14/2017,-12.0083,-16.398,-7.6186,,,,,,,,,,,,,,,,,,,,,,
57,DELAWARE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,161.0580431,,0.9286,-2.7714,4.6286,,-7.0834,-11.3667,-2.8,,,,,,,,,,,,,,,,,,,,,,
58,FLORIDA,2,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,1,3,4,0,0,1,0,52,0,0,0,0,0,0,0,0,398,8,0,0,0,0,0,1125,0,0,0,0,0,0,1609,152.5897544,,13.3494,7.1135,19.5852,,11.6509,6.7084,16.5934,,,,,,,,,,,,,,,,,,,,,,
59,GEORGIA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,142,1,0,0,3,0,0,439,0,0,0,0,0,2,599,70.31216995,,4.98,-0.4958,10.4557,,0.7495,-4.4176,5.9165,,,,,,,,,,,,,,,,,,,,,,
60,HAWAII,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.74649835,,19.6563,15.2018,24.1108,,19.6188,15.4025,23.835,,,,,,,,,,,,,,,,,,,,,,
61,IDAHO,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,108,0,0,0,0,0,4,143,8.183599765,,-3.292,-8.3692,1.7853,,-2.7994,-8.3326,2.7339,,,,,,,,,,,,,,,,,,,,,,
62,ILLINOIS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.69290989,,-2.0341,-7.5157,3.4475,,-15.1701,-19.9726,-10.3676,,,,,,,,,,,,,,,,,,,,,,
63,INDIANA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,244,0,0,0,0,0,0,302,72.12044782,,-2.8318,-7.7878,2.1243,,-14.0765,-18.6404,-9.5126,,,,,,,,,,,,,,,,,,,,,,
64,IOWA,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,95,0,0,0,0,0,10,137,21.84195686,,-2.8714,-8.3905,2.6478,,-19.0153,-24.0386,-13.9919,,,,,,,,,,,,,,,,,,,,,,
65,KANSAS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,101,0,0,0,0,0,0,139,13.77307692,,3.6335,-3.8857,11.1527,,-9.767,-15.6824,-3.8516,,,,,,,,,,,,,,,,,,,,,,
66,KENTUCKY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43.46393446,,-0.0824,-5.8694,5.7046,,-8.6098,-13.7303,-3.4893,,,,,,,,,,,,,,,,,,,,,,
67,LOUISIANA,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,15,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,31,0,0,0,0,0,0,55,41.50240638,,7.1187,-0.0166,14.2539,,2.1636,-2.3497,6.6768,,,,,,,,,,,,,,,,,,,,,,
68,MAINE,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,6,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,23,16.78425142,,-4.6121,-9.0766,-0.1476,,-18.722,-24.2927,-13.1512,,,,,,,,,,,,,,,,,,,,,,
69,MARYLAND,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,1,3,0,1,0,20,1,0,0,0,0,0,0,2,59,2,0,0,1,0,0,332,0,0,0,0,0,11,440,240.1675753,,0.5838,-3.1235,4.2911,,-8.2798,-12.7293,-3.8303,,,,,,,,,,,,,,,,,,,,,,
70,MASSACHUSETTS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.5999705,,-0.9244,-4.2851,2.4363,,-12.8506,-17.5239,-8.1773,,,,,,,,,,,,,,,,,,,,,,
71,MICHIGAN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,228,0,0,0,0,0,0,270,66.38479376,,-7.1021,-10.1727,-4.0314,,-13.9821,-18.0835,-9.8806,,,,,,,,,,,,,,,,,,,,,,
72,MINNESOTA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.29613122,,-7.95,-12.613,-3.2869,,-22.6453,-27.7153,-17.5753,,,,,,,,,,,,,,,,,,,,,,
73,MISSISSIPPI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,368,0,0,0,0,0,2,564,24.55209568,,4.9928,-1.9951,11.9806,,-1.074,-6.4649,4.3169,,,,,,,,,,,,,,,,,,,,,,
74,MISSOURI,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,219,0,0,0,0,0,0,466,34.39129216,,0.9751,-5.7511,7.7012,,-11.4314,-16.6468,-6.2159,,,,,,,,,,,,,,,,,,,,,,
75,MONTANA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2.81800843,,0.0524,-5.3676,5.4725,,-11.9944,-17.3427,-6.6461,,,,,,,,,,,,,,,,,,,,,,
76,NEBRASKA,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,16,9.706472659,,2.3105,-4.0198,8.6407,,-14.8263,-20.2765,-9.376,,,,,,,,,,,,,,,,,,,,,,
77,NEVADA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.74651254,,1.7128,-6.2693,9.6949,,4.4167,-2.2183,11.0516,,,,,,,,,,,,,,,,,,,,,,
78,NEW HAMPSHIRE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,56.37731675,,-4.1121,-7.4684,-0.7558,,-18.2094,-24.006,-12.4127,,,,,,,,,,,,,,,,,,,,,,
79,NEW JERSEY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,300,0,0,0,0,0,0,391,470.1927021,,-0.0661,-3.8646,3.7324,,-9.0887,-13.4295,-4.7478,,,,,,,,,,,,,,,,,,,,,,
80,NEW MEXICO,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,50,0,0,0,0,0,0,71,6.651759892,,2.6061,-7.033,12.2451,,1.9395,-6.8879,10.7668,,,,,,,,,,,,,,,,,,,,,,
81,NEW YORK,2,0,0,0,0,0,0,0,0,0,5,0,1,4,7,0,0,0,0,2,3,0,1,0,30,1,1,1,2,0,0,0,4,227,0,0,0,2,0,0,786,0,0,0,0,0,11,1088,162.4306895,,-3.844,-7.0664,-0.6215,,-14.0847,-18.927,-9.2424,,,,,,,,,,,,,,,,,,,,,,
82,NORTH CAROLINA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82.35626699,,3.3967,-1.8133,8.6067,,-3.1212,-8.4936,2.2513,,,,,,,,,,,,,,,,,,,,,,
83,NORTH DAKOTA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227543704,,-1.7516,-6.8928,3.3897,,-22.2038,-27.467,-16.9405,,,,,,,,,,,,,,,,,,,,,,
84,OHIO,2,0,0,0,0,0,0,12,0,0,0,0,3,9,0,0,0,1,1,20,4,0,1,0,61,0,4,2,4,1,0,0,2,226,13,0,0,10,0,0,618,0,0,0,0,0,29,1021,110.2687637,,-3.3029,-7.3401,0.7344,,-13.1034,-17.6478,-8.559,,,,,,,,,,,,,,,,,,,,,,
85,OKLAHOMA,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,43,0,0,0,0,0,0,64,22.15680332,,5.9728,-3.0997,15.0453,,-4.751,-10.1101,0.6081,,,,,,,,,,,,,,,,,,,,,,
86,OREGON,2,0,0,0,0,0,0,0,0,0,14,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,129,2,0,0,3,0,0,371,0,0,0,0,0,10,542,16.48063716,,2.0204,-2.8561,6.8968,,3.1987,-0.891,7.2884,,,,,,,,,,,,,,,,,,,,,,
87,PENNSYLVANIA,2,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0,0,0,1,4,1,0,0,0,11,1,0,1,0,0,0,0,5,188,4,0,0,2,0,0,734,0,0,0,0,0,9,969,110.48115,,-2.8072,-6.306,0.6916,,-12.4113,-17.1203,-7.7023,,,,,,,,,,,,,,,,,,,,,,
88,RHODE ISLAND,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,11,392.3547672,,0.0422,-3.3314,3.4157,,-10.8865,-15.2,-6.5729,,,,,,,,,,,,,,,,,,,,,,
89,SOUTH CAROLINA,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,65.25673544,,4.3749,-0.9471,9.6969,,-0.6139,-6.133,4.9053,,,,,,,,,,,,,,,,,,,,,,
90,SOUTH DAKOTA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,28,4.466215529,,0.7112,-5.0227,6.4451,,-18.1762,-23.8293,-12.523,,,,,,,,,,,,,,,,,,,,,,
91,TENNESSEE,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,1,0,0,0,0,0,0,76,0,0,0,0,0,0,154,0,0,0,0,0,0,253,63.53570893,,1.1562,-4.9241,7.2364,,-5.9099,-11.3104,-0.5093,,,,,,,,,,,,,,,,,,,,,,
92,TEXAS,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,30,42.33358553,,8.3393,0.3804,16.2981,,2.4978,-2.4964,7.492,,,,,,,,,,,,,,,,,,,,,,
93,UTAH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.84996545,,-0.8643,-8.1493,6.4207,,0.7177,-6.3797,7.8151,,,,,,,,,,,,,,,,,,,,,,
94,VERMONT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,26.86356396,,-5.5147,-8.8682,-2.1612,,-19.7293,-25.6789,-13.7797,,,,,,,,,,,,,,,,,,,,,,
95,VIRGINIA,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,185,0,0,0,1,0,0,585,0,0,0,0,0,7,787,83.1382377,,1.1409,-3.2673,5.549,,-6.7741,-12.2548,-1.2933,,,,,,,,,,,,,,,,,,,,,,
96,WASHINGTON,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,173,0,0,0,0,0,0,415,0,0,0,0,0,0,597,43.69387518,,1.2046,-1.8583,4.2674,,-0.1295,-3.1627,2.9037,,,,,,,,,,,,,,,,,,,,,,
97,WEST VIRGINIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.9135357,,-1.0851,-5.581,3.4108,,-11.5482,-16.9247,-6.1716,,,,,,,,,,,,,,,,,,,,,,
98,WISCONSIN,2,0,0,0,0,0,0,4,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,126,0,0,0,3,0,0,334,0,0,0,0,0,5,489,41.36161606,,-7.2444,-11.1069,-3.3818,,-18.6044,-23.1394,-14.0694,,,,,,,,,,,,,,,,,,,,,,
99,WYOMING,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.281292621,,-1.2472,-7.9687,5.4744,,-7.7529,-14.5128,-0.9929,,,,,,,,,,,,,,,,,,,,,,
100,ALABAMA,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,143,1,0,0,1,0,0,311,0,0,0,0,0,0,464,37.19925281,,9.9291,4.8394,15.0188,12/15/2017,5.8679,0.5369,11.1989,,,,,,,,,,,,,,,,,,,,,,
101,ALASKA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.498241128,,-5.7967,-8.9411,-2.6523,12/16/2017,-13.21,-16.4893,-9.9306,,,,,,,,,,,,,,,,,,,,,,
102,ARIZONA,3,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,2,0,8,0,0,0,0,34,1,0,0,0,0,0,0,6,81,2,0,0,0,0,0,329,252,0,0,0,0,8,738,24.20525837,,5.3976,-1.8467,12.6419,12/17/2017,9.201,2.4162,15.9858,,,,,,,,,,,,,,,,,,,,,,
103,ARKANSAS,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,19,22.39668239,,8.0214,3.532,12.5108,12/18/2017,3.6761,-1.2395,8.5917,,,,,,,,,,,,,,,,,,,,,,
104,CALIFORNIA,3,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,241,4,0,0,0,0,26,380,98.47383106,,7.0737,0.8068,13.3406,12/19/2017,9.1765,5.216,13.137,,,,,,,,,,,,,,,,,,,,,,
105,COLORADO,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21.16020728,,-0.7242,-7.422,5.9736,12/20/2017,1.3192,-4.022,6.6604,,,,,,,,,,,,,,,,,,,,,,
106,CONNECTICUT,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,285.9964138,,-2.0598,-6.5435,2.424,12/21/2017,-7.9624,-13.2825,-2.6422,,,,,,,,,,,,,,,,,,,,,,
107,DELAWARE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161.0580431,,3.1268,-2.0607,8.3143,,-3.4119,-8.4952,1.6714,,,,,,,,,,,,,,,,,,,,,,
108,FLORIDA,3,0,0,1,0,0,0,11,0,0,4,0,1,18,0,0,0,0,3,3,3,3,1,0,26,0,0,0,0,0,0,0,15,223,14,0,0,7,0,0,950,0,0,0,0,0,58,1341,152.5897544,,19.453,13.6245,25.2814,,14.1157,8.8739,19.3575,,,,,,,,,,,,,,,,,,,,,,
109,GEORGIA,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,2,1,0,0,0,102,2,0,0,2,0,0,187,0,0,0,0,0,9,318,70.31216995,,10.7439,5.0427,16.4451,,5.1442,-0.5481,10.8365,,,,,,,,,,,,,,,,,,,,,,
110,HAWAII,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.74649835,,19.0522,15.4964,22.6079,,20.0974,15.9349,24.2599,,,,,,,,,,,,,,,,,,,,,,
111,IDAHO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,124,0,0,0,0,0,1,140,8.183599765,,-3.5237,-7.4942,0.4469,,0.1226,-3.2912,3.5363,,,,,,,,,,,,,,,,,,,,,,
112,ILLINOIS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,44,0,0,0,0,0,0,61,88.69290989,,2.9454,-1.3722,7.263,,-5.0373,-10.0711,-0.0035,,,,,,,,,,,,,,,,,,,,,,
113,INDIANA,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,301,0,0,0,0,0,0,412,72.12044782,,2.4645,-1.4,6.3289,,-4.2938,-9.0837,0.4961,,,,,,,,,,,,,,,,,,,,,,
114,IOWA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,1,15,21.84195686,,0.5893,-4.409,5.5875,,-7.2398,-12.7653,-1.7143,,,,,,,,,,,,,,,,,,,,,,
115,KANSAS,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,86,0,0,0,0,0,0,118,13.77307692,,4.5902,-1.9074,11.0878,,0.9506,-6.8846,8.7857,,,,,,,,,,,,,,,,,,,,,,
116,KENTUCKY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,43.46393446,,4.938,0.8207,9.0553,,-1.0992,-6.2737,4.0754,,,,,,,,,,,,,,,,,,,,,,
117,LOUISIANA,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,50,0,0,0,0,0,1,66,41.50240638,,13.4526,8.8091,18.0961,,9.6763,4.687,14.6656,,,,,,,,,,,,,,,,,,,,,,
118,MAINE,3,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,16.78425142,,-9.3285,-14.4511,-4.2058,,-11.3386,-16.8046,-5.8726,,,,,,,,,,,,,,,,,,,,,,
